addr,lat,lng,addr_norm,bank_code,bank_name,branch_code,branch_name,tel_no,manager,establish_date,extended_open_time,url,CODEBASE,CODE1,CODE2,VILLCODE,TOWN,COUNTY,CODEBASE_分行數,CODE1_分行數,CODE2_分行數,VILLAGE_分行數
彰化縣彰化市三民路107號,24.0843195,120.5410007,彰化縣彰化市興北里三民路107號,103,臺灣新光商業銀行,1030444,臺灣新光商業銀行彰化分行,04-7235997,許錦明,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030444",A0701-0424-00,A0701-29-003,A0701-29,A0701-003-00,彰化市,彰化縣,1,1,2,1
桃園市八德區介壽路2段1032號,24.932811,121.297256,桃園市八德區瑞發里介壽路二段1032號,103,臺灣新光商業銀行,1030596,臺灣新光商業銀行八德分行,03-3658085,劉光瑋,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030596",A6808-0907-00,A6808-52-001,A6808-52,A6808-004-00,八德區,桃園市,1,1,1,1
嘉義市中山路285號,23.480167,120.450507,嘉義市東區仁和里中山路285號,803,聯邦商業銀行,8030238,聯邦商業銀行嘉義分行,05-2285908,郭良圭,1995-12-12,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8030238",A2001-0374-00,A2001-30-001,A2001-30,A2001-006-00,東區,嘉義市,1,1,4,2
嘉義市中山路248號,23.480417,120.450528,嘉義市東區仁和里中山路248號,103,臺灣新光商業銀行,1030620,臺灣新光商業銀行嘉義分行,05-2247755,張松能,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030620",A2001-0359-00,A2001-24-008,A2001-24,A2001-006-00,東區,嘉義市,1,1,2,2
苗栗縣竹南鎮環市路三段159號,24.691805,120.872693,苗栗縣竹南鎮聖福里環市路三段159號,103,臺灣新光商業銀行,1030684,臺灣新光商業銀行竹南分行,037-466948,陳國紋,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030684",A0504-0244-00,A0504-11-005,A0504-11,A0504-007-00,竹南鎮,苗栗縣,1,1,1,1
花蓮縣花蓮市中正路484號,23.9766292,121.60660091,花蓮縣花蓮市主勤里中正路484號,103,臺灣新光商業銀行,1030693,臺灣新光商業銀行花蓮分行,03-8310802,鍾秋鳳,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030693",A1501-0583-00,A1501-30-009,A1501-30,A1501-028-00,花蓮市,花蓮縣,1,1,3,1
基隆市仁一路259號,25.128216,121.748688,基隆市仁愛區和明里仁一路259號,103,臺灣新光商業銀行,1030709,臺灣新光商業銀行基隆分行,02-24213998,葉清源,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030709",A1704-0051-00,A1704-07-001,A1704-07,A17040-006-00,仁愛區,基隆市,1,1,1,1
宜蘭縣宜蘭市光復路48號,24.755339,121.755816,宜蘭縣宜蘭市大東里光復路48號,103,臺灣新光商業銀行,1030718,臺灣新光商業銀行宜蘭分行,03-9358178,張志村,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030718",A0201-0293-00,A0201-12-006,A0201-12,A0201-005-00,宜蘭市,宜蘭縣,1,1,2,1
高雄市彌陀區中正路242號,22.783964,120.248209,高雄市彌陀區彌靖里中正路242號,103,臺灣新光商業銀行,1030781,臺灣新光商業銀行彌陀簡易型分行,07-6178407,王乾舜,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030781",A6428-0095-00,A6428-04-038,A6428-04,A6428-002-00,彌陀區,高雄市,1,1,1,1
高雄市小港區漢民路292號,22.566645,120.353956,高雄市小港區正苓里漢民路292號,103,臺灣新光商業銀行,1030824,臺灣新光商業銀行小港分行,07-8025588,黃國賓,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030824",A6411-0324-00,A6411-46-003,A6411-46,A6411-014-00,小港區,高雄市,1,1,1,2
高雄市小港區宏平路615號,22.56959,120.353037,高雄市小港區正苓里宏平路615號,108,陽信商業銀行,1080801,陽信商業銀行小港分行,07-8065171,李俊育,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080801",A6411-0205-00,A6411-28-005,A6411-28,A6411-014-00,小港區,高雄市,1,1,1,2
台中市北屯區文心路四段974號,24.170372,120.69706,台中市北屯區三光里文心路四段974號,103,臺灣新光商業銀行,1030897,臺灣新光商業銀行北屯分行,04-22333626,王貴森,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030897",A6608-0882-00,A6608-74-001,A6608-74,A6608-003-00,北屯區,臺中市,1,1,1,1
台中市西屯區光明路63號,24.178492,120.638433,台中市西屯區西墩里光明路63號,103,臺灣新光商業銀行,1030903,臺灣新光商業銀行西屯分行,04-27019551,盧庭賢,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030903",A6606-0372-00,A6606-20-010,A6606-20,A6606-002-00,西屯區,臺中市,1,1,1,1
台中市西區向上路一段116號,24.146846,120.663225,台中市西區中興里向上路一段116號,103,臺灣新光商業銀行,1030912,臺灣新光商業銀行向上分行,02-23056881,陳錫彬,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030912",A6604-0188-00,A6604-11-008,A6604-11,A6604-031-00,西區,臺中市,1,1,2,1
台中市東區精武東路36號,24.148073,120.705857,台中市東區十甲里精武東路36號,103,臺灣新光商業銀行,1030921,臺灣新光商業銀行十甲分行,04-22120606,王晟桓,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030921",A6602-0038-00,A6602-05-005,A6602-05,A6602-019-00,東區,臺中市,1,1,3,1
屏東縣屏東市廣東路63號,22.671755,120.499086,屏東縣屏東市豐榮里廣東路63號,103,臺灣新光商業銀行,1030967,臺灣新光商業銀行東園分行,08-7228306,徐權一,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030967",A1301-0704-00,A1301-51-007,A1301-51,A1301-023-00,屏東市,屏東縣,1,1,3,3
屏東市廣東路103號,22.672828,120.499415,屏東縣屏東市豐榮里廣東路103號,812,台新國際商業銀行,8120300,台新國際商業銀行屏東分行,08-7217777,鄭宛伶,1998-01-19,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120300",A1301-0665-00,A1301-51-005,A1301-51,A1301-023-00,屏東市,屏東縣,2,2,3,3
屏東縣屏東市廣東路115號,22.67309,120.49949,屏東縣屏東市豐榮里廣東路115號,814,大眾商業銀行,8140036,大眾商業銀行屏東分行,08-7226060,林淑美,1992-05-06,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8140036",A1301-0665-00,A1301-51-005,A1301-51,A1301-023-00,屏東市,屏東縣,2,2,3,3
屏東縣萬丹鄉萬全村萬丹路一段256號,22.58845,120.490044,屏東縣萬丹鄉萬全村萬丹路一段256號,103,臺灣新光商業銀行,1030976,臺灣新光商業銀行萬丹分行,08-7772010,翁延爐,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030976",A1305-0313-00,A1305-11-006,A1305-11,A1305-003-00,萬丹鄉,屏東縣,1,1,1,1
新竹市中央路247號,24.809759,120.976723,新竹市東區復中里中央路247號,108,陽信商業銀行,1080403,陽信商業銀行新竹分行,03-5153608,涂永炎,2002-10-11,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080403",A1801-0116-00,A1801-14-001,A1801-14,A1801-019-00,東區,新竹市,1,2,3,3
新竹市中央路243號,24.809706,120.976291,新竹市東區復中里中央路243號,805,遠東國際商業銀行,8050104,遠東國際商業銀行新竹巨城分行,03-5338168,徐珮瑀,1993-11-18,星期一至五 09:00至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8050104",A1801-0132-00,A1801-14-001,A1801-14,A1801-019-00,東區,新竹市,1,2,3,3
新竹市中央路189號,24.808672,120.973487,新竹市東區復中里中央路189號,103,臺灣新光商業銀行,1031021,臺灣新光商業銀行東新竹分行,03-5153288,彭文祥,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1031021",A1801-0152-00,A1801-15-001,A1801-15,A1801-019-00,東區,新竹市,1,1,1,3
桃園市中壢區環西路121號,24.960623,121.207082,桃園市中壢區五權里環西路121號,103,臺灣新光商業銀行,1031058,臺灣新光商業銀行壢新分行,03-4918787,吳佩珊,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1031058",A6802-1366-00,A6802-72-002,A6802-72,A6802-044-00,中壢區,桃園市,1,1,1,1
南投縣草屯鎮太平路二段146號,23.972711,120.683492,南投縣草屯鎮新厝里太平路二段146號,103,臺灣新光商業銀行,1031094,臺灣新光商業銀行草屯分行,049-2328296,陳俊宏,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1031094",A0803-0508-00,A0803-24-003,A0803-24,A0803-027-00,草屯鎮,南投縣,1,1,1,1
台北市中山區龍江路356巷49號,25.066156,121.538938,台北市中山區行仁里龍江路356巷49號,108,陽信商業銀行,1080166,陽信商業銀行龍江分行,02-25165945,陳政廷,1997-09-01,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080166",A6304-0325-00,A6304-18-006,A6304-18,A6304-025-00,中山區,臺北市,1,1,1,1
台北市中山區民生東路三段36號,25.057671,121.540461,台北市中山區朱馥里民生東路三段36號,108,陽信商業銀行,1080193,陽信商業銀行中興分行,02-25165268,余施瑢,1997-09-01,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080193",A6304-0732-00,A6304-52-001,A6304-52,A6304-034-00,中山區,臺北市,1,1,1,1
新北市新莊區龍安路533、535及537號,25.017765,121.427921,新北市新莊區民有里龍安路533號,108,陽信商業銀行,1080290,陽信商業銀行新莊分行,02-82019069,林岑蓁,2000-08-18,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080290",A6505-1221-00,A6505-C8-007,A6505-C8,A6505-083-00,新莊區,新北市,1,1,2,1
台北市中正區汀洲路二段40號,25.025273,121.517702,台北市中正區螢圃里汀洲路二段40號,108,陽信商業銀行,1080306,陽信商業銀行古亭分行,02-83692288,楊宜蓁,2000-06-21,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080306",A6305-0582-00,A6305-43-001,A6305-43,A6305-009-00,中正區,臺北市,1,1,1,1
彰化縣員林鎮靜修路12號,23.962784,120.5726075,彰化縣員林鎮仁美里靜修路12號,108,陽信商業銀行,1080412,陽信商業銀行員林分行,04-8322171,林青源,2001-09-15,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080412",A0710-0231-00,A0710-14-005,A0710-14,A0710-004-00,員林鎮,彰化縣,1,1,1,1
花蓮縣吉安鄉中華路2段200號,23.97380257,121.58324922,花蓮縣吉安鄉宜昌村中華路二段200號,108,陽信商業銀行,1080421,陽信商業銀行花蓮分行,03-8539396,陳博志,2014-06-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080421",A1505-0320-00,A1505-12-006,A1505-12,A1505-013-00,吉安鄉,花蓮縣,1,1,1,1
屏東市中正路293號,22.683705,120.492907,屏東縣屏東市北勢里中正路293號,108,陽信商業銀行,1080467,陽信商業銀行中正簡易型分行,08-7360811,劉國尹,2001-09-15,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080467",A1301-0280-00,A1301-24-001,A1301-24,A1301-068-00,屏東市,屏東縣,1,1,2,2
屏東縣屏東市自由路450號,22.682974,120.491894,屏東縣屏東市北勢里自由路450號,822,中國信託商業銀行,8221207,中國信託商業銀行屏東分行,08-7383000,陳金昌,1997-10-28,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8221207",A1301-0321-00,A1301-24-005,A1301-24,A1301-068-00,屏東市,屏東縣,1,1,2,2
高雄市三民區九如一路192號,22.6375,120.338788,高雄市三民區寶慶里九如一路192號,108,陽信商業銀行,1080476,陽信商業銀行高雄分行,07-3843163,許勝斌,2002-07-15,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080476",A6405-1388-00,A6405-C7-006,A6405-C7,A6405-024-00,三民區,高雄市,1,1,1,1
嘉義市西區中興路296號,23.482294,120.431709,嘉義市西區保安里中興路296號,108,陽信商業銀行,1080500,陽信商業銀行嘉義分行,05-2342023,蔡維雍,2002-09-10,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080500",A2002-0270-00,A2002-18-007,A2002-18,A2002-011-00,西區,嘉義市,1,1,5,1
台南市東寧路247號,22.990452,120.226914,台南市東區東明里東寧路247號,108,陽信商業銀行,1080555,陽信商業銀行東寧簡易型分行,06-2375141,鐘玲玲,2002-08-24,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080555",A6732-0182-00,A6732-09-007,A6732-09,A6732-041-00,東區,臺南市,1,1,1,1
台南市中華東路三段102號,22.979151,120.227472,台南市東區崇信里中華東路三段102號,108,陽信商業銀行,1080564,陽信商業銀行中華分行,06-2670751,許寶元,2002-08-24,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080564",A6732-0702-00,A6732-38-008,A6732-38,A6732-050-00,東區,臺南市,1,1,1,3
台南市東區東門路二段348號,22.982697,120.227008,台南市東區崇信里東門路二段348號,806,元大商業銀行,8060699,元大商業銀行府東分行,06-2687815,陳明昇,2004-11-04,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8060699",A6732-0555-00,A6732-36-003,A6732-36,A6732-050-00,東區,臺南市,1,1,2,3
台南市東區崇學路108號,22.98051009,120.224079,台南市東區崇信里崇學路108號,808,玉山商業銀行,8080761,玉山商業銀行東台南分行,06-2891313,許廷仰,1992-03-26,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8080761",A6732-0640-00,A6732-36-009,A6732-36,A6732-050-00,東區,臺南市,1,1,2,3
台南市中華西路二段359號,22.99353,120.186512,台南市安平區建平里中華西路二段359號,108,陽信商業銀行,1080607,陽信商業銀行西華分行,06-2979880,鄭緣德,2002-08-24,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080607",A6736-0179-00,A6736-12-006,A6736-12,A6736-011-00,安平區,臺南市,1,1,1,1
台南市安和路一段202號,23.030505,120.213312,台南市安南區安東里安和路一段202號,108,陽信商業銀行,1080616,陽信商業銀行安順分行,06-2563146,曾建佳,2002-08-24,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080616",A6735-1135-00,A6735-42-009,A6735-42,A6735-006-00,安南區,臺南市,1,1,1,1
台中市西區向上南路一段166號,24.145051,120.653837,台中市西區公正里向上南路一段166號,108,陽信商業銀行,1080643,陽信商業銀行向上分行,04-24722528,李穎士,2003-07-07,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080643",A6604-0225-00,A6604-17-007,A6604-17,A6604-027-00,西區,臺中市,1,1,1,2
台中市西區公益路367號,24.15055,120.654193,台中市西區公正里公益路367號,805,遠東國際商業銀行,8050056,遠東國際商業銀行台中公益分行,04-23288666,王大寬,1992-07-11,星期一至五 09:00至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8050056",A6604-0114-00,A6604-10-003,A6604-10,A6604-027-00,西區,臺中市,1,1,1,2
新竹市西大路109號,24.796342,120.970344,新竹市東區南大里西大路109號,108,陽信商業銀行,1080689,陽信商業銀行林森分行,03-6100189,黃守文,2005-04-27,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080689",A1801-0519-00,A1801-35-008,A1801-35,A1801-029-00,東區,新竹市,1,1,2,1
高雄市苓雅區中華四路159號,22.618084,120.299994,高雄市苓雅區田西里中華四路159號,108,陽信商業銀行,1080731,陽信商業銀行四維分行,07-3333701,傅建樺,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080731",A6408-0522-00,A6408-64-003,A6408-64,A6408-012-00,苓雅區,高雄市,1,1,4,1
高雄市左營區左營大路190號,22.684402,120.28957,高雄市左營區聖南里左營大路190號,108,陽信商業銀行,1080768,陽信商業銀行海光分行,07-5823511,劉敏祥,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080768",A6403-0309-00,A6403-24-004,A6403-24,A6403-024-00,左營區,高雄市,1,1,1,1
高雄市苓雅區三多二路281號,22.618772,120.319932,高雄市苓雅區林興里三多二路281號,108,陽信商業銀行,1080777,陽信商業銀行前鎮分行,07-7110046,呂翰昆,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080777",A6408-0501-00,A6408-51-009,A6408-51,A6408-027-00,苓雅區,高雄市,1,1,1,1
高雄市楠梓區加昌路803號,22.713697,120.29432,高雄市楠梓區秀昌里加昌路803號,108,陽信商業銀行,1080810,陽信商業銀行右昌分行,07-3646530,崔靜芷,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080810",A6404-0866-00,A6404-71-001,A6404-71,A6404-030-00,楠梓區,高雄市,1,1,1,1
高雄市苓雅區武廟路124號,22.631131,120.328774,高雄市苓雅區正文里武廟路124號,108,陽信商業銀行,1080829,陽信商業銀行建國分行,07-7153513,鍾旭榮,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080829",A6408-0114-00,A6408-16-002,A6408-16,A6408-059-00,苓雅區,高雄市,1,1,1,2
高雄市苓雅區正文里大順三路88號,22.631777,120.32512,高雄市苓雅區正文里大順三路88號,808,玉山商業銀行,8080624,玉山商業銀行大順分行,07-7271313,柯正霖,2004-09-06,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8080624",A6408-0098-00,A6408-13-002,A6408-13,A6408-059-00,苓雅區,高雄市,1,1,1,2
高雄市林園區東林西路136號,22.503521,120.392213,高雄市林園區仁愛里東林西路136號,108,陽信商業銀行,1080917,陽信商業銀行林園簡易型分行,07-6438141,徐震遠,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080917",A6413-0306-00,A6413-22-139,A6413-22,A6413-020-00,林園區,高雄市,1,1,1,1
台南市仁德區中正路2段273號,22.950614,120.25139,台南市仁德區後壁村中正路二段273號,108,陽信商業銀行,1080935,陽信商業銀行仁德分行,06-2706361,郭劍雲,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080935",A6727-0204-00,A6727-12-004,A6727-12,A6727-007-00,仁德區,臺南市,1,1,1,1
桃園縣桃園市經國路523號,25.021403,121.303229,桃園市桃園區自強里經國路523號,108,陽信商業銀行,1080944,陽信商業銀行東桃園分行,03-3161859,呂東昇,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080944",A6801-0144-00,A6801-07-010,A6801-07,A6801-061-00,桃園區,桃園市,1,1,1,1
屏東縣里港鄉里港路43號,22.775982,120.495341,屏東縣里港鄉春林村里港路43號,108,陽信商業銀行,1080980,陽信商業銀行里港簡易型分行,08-7757735,施詠翔,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080980",A1309-0275-00,A1309-06-007,A1309-06,A1309-004-00,里港鄉,屏東縣,1,1,1,1
彰化縣彰化市曉陽路187號,24.0726796,120.5377308,彰化縣彰化市彰安里曉陽路187號,108,陽信商業銀行,1081080,陽信商業銀行彰化分行,04-7289399,吳榮吉,2008-09-22,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1081080",A0701-0860-00,A0701-49-006,A0701-49,A0701-044-00,彰化市,彰化縣,1,1,3,1
苗栗縣公館鄉大同路205號,24.504277,120.8271,苗栗縣公館鄉館中村大同路205號,108,陽信商業銀行,1081336,陽信商業銀行苗栗分行,037-222618,蘇柏年,2014-08-25,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1081336",A0509-0176-00,A0509-08-005,A0509-08,A0509-001-00,公館鄉,苗栗縣,1,1,1,1
雲林縣土庫鎮復興路39號,23.681459,120.390697,雲林縣土庫鎮石廟里復興路39號,108,陽信商業銀行,1081363,陽信商業銀行雲林分行,05-6628889,李宗彥,2015-03-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1081363",A0905-0186-00,A0905-06-007,A0905-06,A0905-010-00,土庫鎮,雲林縣,1,1,1,1
臺東縣卑南鄉太平路112號,22.782245,121.086766,台東縣卑南鄉太平路,108,陽信商業銀行,1081503,陽信商業銀行臺東分行,089-380675,張雪芳,2015-11-02,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1081503",A1404-0494-00,A1404-09-006,A1404-09,A1404-010-00,卑南鄉,臺東縣,1,1,1,1
宜蘭縣員山鄉員山路一段181號,24.745629,121.727142,宜蘭縣員山鄉員山村員山路一段181號,108,陽信商業銀行,1081512,陽信商業銀行宜蘭分行,03-9231919,林玉欽,2015-11-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1081512",A0207-0110-00,A0207-07-001,A0207-07,A0207-001-00,員山鄉,宜蘭縣,1,1,1,1
新北市中和區中和路232號,24.999522,121.506772,新北市中和區泰安里中和路232號,118,板信商業銀行,1180075,板信商業銀行中和分行,02-22498756,林德國,1997-09-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1180075",A6503-0594-00,A6503-55-002,A6503-55,A6503-024-00,中和區,新北市,1,1,1,1
新北市土城區中央路一段289號,24.984254,121.444373,新北市土城區日和里中央路一段289號,118,板信商業銀行,1180084,板信商業銀行土城分行,02-22629119,曹秉宏,1997-09-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1180084",A6513-0468-00,A6513-42-006,A6513-42,A6513-007-00,土城區,新北市,1,1,1,1
高雄市小港區二苓路213號,22.5653,120.348892,高雄市小港區二苓里二苓路213號,118,板信商業銀行,1180145,板信商業銀行小港分行,07 -8011161,蘇建泰,1997-09-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1180145",A6411-0363-00,A6411-47-005,A6411-47,A6411-012-00,小港區,高雄市,1,1,1,1
高雄市前鎮區瑞隆路421號,22.605242,120.329803,高雄市前鎮區瑞東里瑞隆路421號,118,板信商業銀行,1180181,板信商業銀行前鎮分行,07-7513176,郭仙琴,1997-09-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1180181",A6409-0325-00,A6409-41-003,A6409-41,A6409-050-00,前鎮區,高雄市,1,1,1,1
高雄市三民區覺民路178號,22.639638,120.340458,高雄市三民區寶國里覺民路178號,118,板信商業銀行,1180206,板信商業銀行陽明分行,07-3865111,王鏡舜,1997-09-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1180206",A6405-1257-00,A6405-C0-001,A6405-C0,A6405-022-00,三民區,高雄市,1,1,1,1
